PONumber,LineNumber,SupplierID,SKU,WarehouseID,OrderDate,PromisedDate,ReceivedDate,QtyOrdered,QtyReceived
90269,2,SUP-02,SKU-1007,WH-02,04/08/2025,18/08/2025,18/08/2025,500,500
90269,3,SUP-02,SKU-1007,WH-01,04/08/2025,18/08/2025,18/08/2025,2000,2000
90270,1,SUP-02,SKU-1007,WH-01,04/08/2025,18/08/2025,18/08/2025,1500,1500
90271,1,SUP-04,SKU-1009,WH-04,04/08/2025,01/09/2025,01/09/2025,2000,2000
90271,2,SUP-04,SKU-1021,WH-03,04/08/2025,01/09/2025,01/09/2025,1000,1000
90271,3,SUP-04,SKU-1009,WH-02,04/08/2025,01/09/2025,01/09/2025,2000,2000
90272,1,SUP-04,SKU-1003,WH-04,11/08/2025,08/09/2025,08/09/2025,1000,900
90272,2,SUP-04,SKU-1021,WH-03,11/08/2025,08/09/2025,08/09/2025,500,500
90273,1,SUP-02,SKU-1019,WH-03,11/08/2025,25/08/2025,01/09/2025,2000,2000
90274,1,SUP-06,SKU-1023,WH-03,11/08/2025,25/09/2025,02/10/2025,2000,1500
90274,2,SUP-06,SKU-1005,WH-03,11/08/2025,25/09/2025,02/10/2025,500,500
90274,3,SUP-06,SKU-1023,WH-03,11/08/2025,25/09/2025,02/10/2025,2000,2000
90275,1,SUP-04,SKU-1021,WH-03,11/08/2025,08/09/2025,08/09/2025,500,500
90275,2,SUP-04,SKU-1003,WH-04,11/08/2025,08/09/2025,08/09/2025,2000,2000
90276,1,SUP-05,SKU-1016,WH-01,11/08/2025,01/09/2025,01/09/2025,2000,1800
90276,2,SUP-05,SKU-1022,WH-04,11/08/2025,01/09/2025,01/09/2025,2000,2000
90277,1,SUP-03,SKU-1014,WH-02,11/08/2025,21/08/2025,21/08/2025,500,500
90277,2,SUP-03,SKU-1014,WH-04,11/08/2025,21/08/2025,21/08/2025,2000,1500
90277,3,SUP-03,SKU-1002,WH-01,11/08/2025,21/08/2025,21/08/2025,1500,1500
90278,1,SUP-02,SKU-1001,WH-04,18/08/2025,01/09/2025,01/09/2025,2000,2000
90278,2,SUP-02,SKU-1001,WH-04,18/08/2025,01/09/2025,01/09/2025,1000,900
90278,3,SUP-02,SKU-1007,WH-01,18/08/2025,01/09/2025,01/09/2025,1000,1000
90279,1,SUP-01,SKU-1006,WH-01,18/08/2025,25/08/2025,25/08/2025,1000,1000
90280,1,SUP-03,SKU-1020,WH-04,18/08/2025,28/08/2025,28/08/2025,500,500
90280,2,SUP-03,SKU-1020,WH-03,18/08/2025,28/08/2025,28/08/2025,1500,1500
90281,1,SUP-01,SKU-1012,WH-04,18/08/2025,25/08/2025,25/08/2025,2000,1500
90281,2,SUP-01,SKU-1012,WH-02,18/08/2025,25/08/2025,25/08/2025,1500,1500
90282,1,SUP-02,SKU-1001,WH-01,18/08/2025,01/09/2025,01/09/2025,1000,1000
90283,1,SUP-06,SKU-1005,WH-03,18/08/2025,02/10/2025,02/10/2025,1000,1000
90283,2,SUP-06,SKU-1011,WH-04,18/08/2025,02/10/2025,02/10/2025,2000,2000
90284,1,SUP-05,SKU-1004,WH-02,18/08/2025,08/09/2025,08/09/2025,2000,2000
90284,2,SUP-05,SKU-1016,WH-01,18/08/2025,08/09/2025,08/09/2025,500,500
90284,3,SUP-05,SKU-1016,WH-01,18/08/2025,08/09/2025,08/09/2025,1000,1000
90285,1,SUP-01,SKU-1024,WH-03,25/08/2025,01/09/2025,01/09/2025,500,500
90286,1,SUP-04,SKU-1009,WH-01,25/08/2025,22/09/2025,24/09/2025,1500,1500
90287,1,SUP-03,SKU-1002,WH-02,25/08/2025,04/09/2025,04/09/2025,1500,1500
90287,2,SUP-03,SKU-1008,WH-03,25/08/2025,04/09/2025,04/09/2025,2000,2000
90288,1,SUP-03,SKU-1020,WH-04,25/08/2025,04/09/2025,04/09/2025,1000,500
90288,2,SUP-03,SKU-1008,WH-03,25/08/2025,04/09/2025,04/09/2025,500,500
90288,3,SUP-03,SKU-1014,WH-04,25/08/2025,04/09/2025,04/09/2025,500,500
90289,1,SUP-03,SKU-1002,WH-01,25/08/2025,04/09/2025,04/09/2025,2000,2000
90289,2,SUP-03,SKU-1020,WH-01,25/08/2025,04/09/2025,04/09/2025,500,500
90290,1,SUP-01,SKU-1018,WH-04,25/08/2025,01/09/2025,01/09/2025,1500,750
90290,2,SUP-01,SKU-1024,WH-03,25/08/2025,01/09/2025,01/09/2025,500,500
90291,1,SUP-06,SKU-1005,WH-02,25/08/2025,09/10/2025,09/10/2025,500,500
90292,1,SUP-02,SKU-1007,WH-02,25/08/2025,08/09/2025,08/09/2025,2000,2000
90292,2,SUP-02,SKU-1019,WH-01,25/08/2025,08/09/2025,08/09/2025,1500,1500
90292,3,SUP-02,SKU-1001,WH-04,25/08/2025,08/09/2025,08/09/2025,1500,1350
90293,1,SUP-05,SKU-1016,WH-04,01/09/2025,22/09/2025,22/09/2025,2000,2000
90293,2,SUP-05,SKU-1022,WH-04,01/09/2025,22/09/2025,22/09/2025,1500,1500
90293,3,SUP-05,SKU-1004,WH-02,01/09/2025,22/09/2025,22/09/2025,500,500
90294,1,SUP-02,SKU-1013,WH-02,01/09/2025,15/09/2025,16/09/2025,500,500
90295,1,SUP-05,SKU-1010,WH-02,01/09/2025,22/09/2025,22/09/2025,1500,1500
90295,2,SUP-05,SKU-1016,WH-04,01/09/2025,22/09/2025,22/09/2025,1000,1000
90296,1,SUP-03,SKU-1008,WH-02,01/09/2025,11/09/2025,11/09/2025,2000,2000
90297,1,SUP-04,SKU-1003,WH-04,01/09/2025,29/09/2025,06/10/2025,500,500
90297,2,SUP-04,SKU-1015,WH-01,01/09/2025,29/09/2025,06/10/2025,500,500
90297,3,SUP-04,SKU-1009,WH-03,01/09/2025,29/09/2025,06/10/2025,500,500
90298,1,SUP-01,SKU-1006,WH-03,01/09/2025,08/09/2025,12/09/2025,1000,1000
90298,2,SUP-01,SKU-1024,WH-01,01/09/2025,08/09/2025,12/09/2025,500,500
90299,1,SUP-05,SKU-1004,WH-03,01/09/2025,22/09/2025,22/09/2025,2000,2000
90300,1,SUP-04,SKU-1021,WH-01,01/09/2025,29/09/2025,11/10/2025,2000,2000
90301,1,SUP-06,SKU-1023,WH-03,01/09/2025,16/10/2025,23/10/2025,500,450
90302,1,SUP-02,SKU-1001,WH-04,01/09/2025,15/09/2025,15/09/2025,1500,1125
90302,2,SUP-02,SKU-1019,WH-03,01/09/2025,15/09/2025,15/09/2025,500,500
90302,3,SUP-02,SKU-1001,WH-03,01/09/2025,15/09/2025,15/09/2025,500,500
90303,1,SUP-04,SKU-1003,WH-03,01/09/2025,29/09/2025,11/10/2025,500,500
90304,1,SUP-05,SKU-1016,WH-02,01/09/2025,22/09/2025,22/09/2025,1500,1500
90304,2,SUP-05,SKU-1022,WH-04,01/09/2025,22/09/2025,22/09/2025,2000,2000
90304,3,SUP-05,SKU-1010,WH-02,01/09/2025,22/09/2025,22/09/2025,500,500
90305,1,SUP-04,SKU-1015,WH-03,08/09/2025,06/10/2025,06/10/2025,1500,1125
90305,2,SUP-04,SKU-1003,WH-03,08/09/2025,06/10/2025,06/10/2025,1000,750
90305,3,SUP-04,SKU-1003,WH-03,08/09/2025,06/10/2025,06/10/2025,2000,2000
90306,1,SUP-06,SKU-1017,WH-02,08/09/2025,23/10/2025,23/10/2025,500,500
90306,2,SUP-06,SKU-1005,WH-02,08/09/2025,23/10/2025,23/10/2025,1500,1350
90306,3,SUP-06,SKU-1005,WH-04,08/09/2025,23/10/2025,23/10/2025,2000,1800
90307,1,SUP-06,SKU-1005,WH-01,08/09/2025,23/10/2025,23/10/2025,500,500
90307,2,SUP-06,SKU-1011,WH-03,08/09/2025,23/10/2025,23/10/2025,500,500
90308,1,SUP-05,SKU-1016,WH-03,08/09/2025,29/09/2025,29/09/2025,500,250
90309,1,SUP-06,SKU-1005,WH-01,08/09/2025,23/10/2025,23/10/2025,2000,2000
90309,2,SUP-06,SKU-1017,WH-01,08/09/2025,23/10/2025,23/10/2025,1500,1500
90310,1,SUP-03,SKU-1014,WH-04,08/09/2025,18/09/2025,18/09/2025,2000,2000
90311,1,SUP-05,SKU-1016,WH-03,08/09/2025,29/09/2025,29/09/2025,1000,1000
90312,1,SUP-04,SKU-1009,WH-04,08/09/2025,06/10/2025,06/10/2025,1000,1000
90313,1,SUP-05,SKU-1010,WH-02,08/09/2025,29/09/2025,29/09/2025,1000,1000
90313,2,SUP-05,SKU-1022,WH-02,08/09/2025,29/09/2025,29/09/2025,2000,2000
90313,3,SUP-05,SKU-1010,WH-03,08/09/2025,29/09/2025,29/09/2025,2000,1000
90314,1,SUP-06,SKU-1017,WH-03,08/09/2025,23/10/2025,30/10/2025,500,500
90314,2,SUP-06,SKU-1023,WH-04,08/09/2025,23/10/2025,30/10/2025,500,500
90315,1,SUP-06,SKU-1017,WH-02,08/09/2025,23/10/2025,25/10/2025,2000,2000
90316,1,SUP-01,SKU-1024,WH-03,08/09/2025,15/09/2025,15/09/2025,1500,1500
90317,1,SUP-01,SKU-1018,WH-02,15/09/2025,22/09/2025,22/09/2025,1500,1500
90318,1,SUP-01,SKU-1018,WH-01,15/09/2025,22/09/2025,22/09/2025,500,500
90318,2,SUP-01,SKU-1024,WH-02,15/09/2025,22/09/2025,22/09/2025,2000,1500
90318,3,SUP-01,SKU-1012,WH-01,15/09/2025,22/09/2025,22/09/2025,1000,750
90319,1,SUP-01,SKU-1006,WH-01,15/09/2025,22/09/2025,22/09/2025,1500,1500
90319,2,SUP-01,SKU-1012,WH-02,15/09/2025,22/09/2025,22/09/2025,1500,1500
90319,3,SUP-01,SKU-1012,WH-04,15/09/2025,22/09/2025,22/09/2025,2000,2000
90320,1,SUP-04,SKU-1015,WH-02,15/09/2025,13/10/2025,13/10/2025,1500,1500
90321,1,SUP-03,SKU-1014,WH-01,15/09/2025,25/09/2025,25/09/2025,1000,1000
90321,2,SUP-03,SKU-1014,WH-04,15/09/2025,25/09/2025,25/09/2025,2000,2000
90322,1,SUP-05,SKU-1004,WH-04,15/09/2025,06/10/2025,06/10/2025,2000,2000
90322,2,SUP-05,SKU-1016,WH-02,15/09/2025,06/10/2025,06/10/2025,1000,1000
90323,1,SUP-03,SKU-1020,WH-03,22/09/2025,02/10/2025,02/10/2025,500,500
90323,2,SUP-03,SKU-1008,WH-03,22/09/2025,02/10/2025,02/10/2025,2000,2000
90324,1,SUP-01,SKU-1006,WH-02,22/09/2025,29/09/2025,29/09/2025,500,500
90324,2,SUP-01,SKU-1024,WH-01,22/09/2025,29/09/2025,29/09/2025,1000,1000
90324,3,SUP-01,SKU-1006,WH-02,22/09/2025,29/09/2025,29/09/2025,1500,1500
90325,1,SUP-01,SKU-1018,WH-02,22/09/2025,29/09/2025,29/09/2025,2000,2000
90325,2,SUP-01,SKU-1024,WH-01,22/09/2025,29/09/2025,29/09/2025,500,500
90326,1,SUP-01,SKU-1024,WH-02,22/09/2025,29/09/2025,29/09/2025,1500,1500
90326,2,SUP-01,SKU-1012,WH-02,22/09/2025,29/09/2025,29/09/2025,1500,1500
90326,3,SUP-01,SKU-1006,WH-02,22/09/2025,29/09/2025,29/09/2025,1500,1500
90327,1,SUP-04,SKU-1021,WH-03,22/09/2025,20/10/2025,20/10/2025,500,500
90327,2,SUP-04,SKU-1021,WH-02,22/09/2025,20/10/2025,20/10/2025,2000,2000
90328,1,SUP-05,SKU-1022,WH-02,22/09/2025,13/10/2025,13/10/2025,2000,2000
90328,2,SUP-05,SKU-1022,WH-04,22/09/2025,13/10/2025,13/10/2025,2000,2000
90329,1,SUP-06,SKU-1017,WH-01,22/09/2025,06/11/2025,13/11/2025,2000,2000
90330,1,SUP-02,SKU-1019,WH-02,22/09/2025,06/10/2025,06/10/2025,2000,2000
90330,2,SUP-02,SKU-1013,WH-04,22/09/2025,06/10/2025,06/10/2025,1500,1500
90331,1,SUP-02,SKU-1007,WH-04,22/09/2025,06/10/2025,06/10/2025,2000,2000
90332,1,SUP-06,SKU-1005,WH-03,22/09/2025,06/11/2025,06/11/2025,500,500
90333,1,SUP-03,SKU-1014,WH-04,29/09/2025,09/10/2025,09/10/2025,1500,1500
90333,2,SUP-03,SKU-1014,WH-03,29/09/2025,09/10/2025,09/10/2025,2000,2000
90333,3,SUP-03,SKU-1002,WH-04,29/09/2025,09/10/2025,09/10/2025,500,500
90334,1,SUP-02,SKU-1019,WH-02,29/09/2025,13/10/2025,13/10/2025,500,500
90335,1,SUP-02,SKU-1019,WH-01,29/09/2025,13/10/2025,13/10/2025,1500,1500
90336,1,SUP-06,SKU-1017,WH-03,29/09/2025,13/11/2025,20/11/2025,2000,2000
90336,2,SUP-06,SKU-1017,WH-01,29/09/2025,13/11/2025,20/11/2025,1000,1000
90336,3,SUP-06,SKU-1011,WH-04,29/09/2025,13/11/2025,20/11/2025,2000,2000
90337,1,SUP-05,SKU-1010,WH-01,29/09/2025,20/10/2025,20/10/2025,2000,1800
90337,2,SUP-05,SKU-1016,WH-02,29/09/2025,20/10/2025,20/10/2025,500,500
90338,1,SUP-01,SKU-1006,WH-02,29/09/2025,06/10/2025,06/10/2025,1000,750
90338,2,SUP-01,SKU-1024,WH-01,29/09/2025,06/10/2025,06/10/2025,1500,1500
90339,1,SUP-04,SKU-1003,WH-04,29/09/2025,27/10/2025,27/10/2025,1000,1000
90340,1,SUP-06,SKU-1005,WH-02,29/09/2025,13/11/2025,13/11/2025,1500,1500
90340,2,SUP-06,SKU-1023,WH-03,29/09/2025,13/11/2025,13/11/2025,1000,1000
90341,1,SUP-03,SKU-1002,WH-04,29/09/2025,09/10/2025,09/10/2025,2000,2000
90341,2,SUP-03,SKU-1008,WH-02,29/09/2025,09/10/2025,09/10/2025,2000,2000
90342,1,SUP-04,SKU-1009,WH-04,29/09/2025,27/10/2025,27/10/2025,1500,1500
90342,2,SUP-04,SKU-1021,WH-03,29/09/2025,27/10/2025,27/10/2025,1000,1000
90342,3,SUP-04,SKU-1003,WH-03,29/09/2025,27/10/2025,27/10/2025,1500,1500
90343,1,SUP-03,SKU-1020,WH-02,29/09/2025,09/10/2025,09/10/2025,500,500
90344,1,SUP-05,SKU-1004,WH-03,29/09/2025,20/10/2025,20/10/2025,2000,2000
90344,2,SUP-05,SKU-1016,WH-03,29/09/2025,20/10/2025,20/10/2025,500,500
90345,1,SUP-04,SKU-1003,WH-03,06/10/2025,03/11/2025,03/11/2025,1000,1000
90346,1,SUP-04,SKU-1021,WH-02,06/10/2025,03/11/2025,03/11/2025,1000,1000
90346,2,SUP-04,SKU-1021,WH-04,06/10/2025,03/11/2025,03/11/2025,500,500
90347,1,SUP-03,SKU-1020,WH-02,06/10/2025,16/10/2025,16/10/2025,500,500
90347,2,SUP-03,SKU-1014,WH-04,06/10/2025,16/10/2025,16/10/2025,500,500
90347,3,SUP-03,SKU-1020,WH-01,06/10/2025,16/10/2025,16/10/2025,1500,1500
90348,1,SUP-03,SKU-1014,WH-04,06/10/2025,16/10/2025,16/10/2025,2000,2000
90348,2,SUP-03,SKU-1014,WH-01,06/10/2025,16/10/2025,16/10/2025,2000,2000
90348,3,SUP-03,SKU-1002,WH-01,06/10/2025,16/10/2025,16/10/2025,1000,1000
90349,1,SUP-01,SKU-1006,WH-03,06/10/2025,13/10/2025,13/10/2025,1500,1350
90350,1,SUP-01,SKU-1024,WH-03,06/10/2025,13/10/2025,13/10/2025,500,500
90351,1,SUP-04,SKU-1003,WH-01,06/10/2025,03/11/2025,03/11/2025,1000,900
90352,1,SUP-05,SKU-1016,WH-04,06/10/2025,27/10/2025,27/10/2025,2000,2000
90352,2,SUP-05,SKU-1010,WH-01,06/10/2025,27/10/2025,27/10/2025,1500,1500
90352,3,SUP-05,SKU-1004,WH-04,06/10/2025,27/10/2025,27/10/2025,2000,2000
90353,1,SUP-06,SKU-1011,WH-04,13/10/2025,27/11/2025,28/11/2025,1500,1500
90353,2,SUP-06,SKU-1023,WH-04,13/10/2025,27/11/2025,28/11/2025,500,450
90354,1,SUP-06,SKU-1023,WH-01,13/10/2025,27/11/2025,04/12/2025,1000,1000
90355,1,SUP-03,SKU-1008,WH-03,13/10/2025,23/10/2025,23/10/2025,1000,1000
90355,2,SUP-03,SKU-1002,WH-03,13/10/2025,23/10/2025,23/10/2025,500,500
90355,3,SUP-03,SKU-1008,WH-01,13/10/2025,23/10/2025,23/10/2025,500,500
90356,1,SUP-01,SKU-1006,WH-04,13/10/2025,20/10/2025,20/10/2025,1000,1000
90356,2,SUP-01,SKU-1012,WH-03,13/10/2025,20/10/2025,20/10/2025,2000,2000
90356,3,SUP-01,SKU-1006,WH-04,13/10/2025,20/10/2025,20/10/2025,1500,1500
90357,1,SUP-05,SKU-1010,WH-01,13/10/2025,03/11/2025,03/11/2025,2000,2000
90357,2,SUP-05,SKU-1004,WH-02,13/10/2025,03/11/2025,03/11/2025,1500,1500
90357,3,SUP-05,SKU-1004,WH-03,13/10/2025,03/11/2025,03/11/2025,1000,1000
90358,1,SUP-01,SKU-1006,WH-03,13/10/2025,20/10/2025,20/10/2025,2000,2000
90359,1,SUP-06,SKU-1005,WH-04,13/10/2025,27/11/2025,27/11/2025,2000,2000
90359,2,SUP-06,SKU-1011,WH-04,13/10/2025,27/11/2025,27/11/2025,500,500
90360,1,SUP-05,SKU-1004,WH-04,13/10/2025,03/11/2025,03/11/2025,1000,1000
90360,2,SUP-05,SKU-1022,WH-03,13/10/2025,03/11/2025,03/11/2025,500,375
90361,1,SUP-04,SKU-1021,WH-01,13/10/2025,10/11/2025,12/11/2025,500,500
90361,2,SUP-04,SKU-1021,WH-04,13/10/2025,10/11/2025,12/11/2025,1000,1000
90362,1,SUP-06,SKU-1005,WH-03,20/10/2025,04/12/2025,11/12/2025,500,500
90363,1,SUP-06,SKU-1005,WH-03,20/10/2025,04/12/2025,04/12/2025,2000,2000
90363,2,SUP-06,SKU-1017,WH-04,20/10/2025,04/12/2025,04/12/2025,2000,2000
90364,1,SUP-05,SKU-1022,WH-01,20/10/2025,10/11/2025,10/11/2025,1000,1000
90364,2,SUP-05,SKU-1004,WH-04,20/10/2025,10/11/2025,10/11/2025,1000,1000
90365,1,SUP-06,SKU-1017,WH-04,20/10/2025,04/12/2025,04/12/2025,500,500
90366,1,SUP-01,SKU-1018,WH-02,20/10/2025,27/10/2025,27/10/2025,1500,1500
90366,2,SUP-01,SKU-1006,WH-02,20/10/2025,27/10/2025,27/10/2025,500,500
90366,3,SUP-01,SKU-1012,WH-04,20/10/2025,27/10/2025,27/10/2025,1000,1000
90367,1,SUP-01,SKU-1012,WH-02,20/10/2025,27/10/2025,27/10/2025,1500,1500
90368,1,SUP-02,SKU-1019,WH-02,20/10/2025,03/11/2025,03/11/2025,2000,2000
90368,2,SUP-02,SKU-1001,WH-02,20/10/2025,03/11/2025,03/11/2025,500,250
90369,1,SUP-05,SKU-1004,WH-01,20/10/2025,10/11/2025,10/11/2025,1500,1500
90369,2,SUP-05,SKU-1022,WH-01,20/10/2025,10/11/2025,10/11/2025,1000,1000
90369,3,SUP-05,SKU-1010,WH-01,20/10/2025,10/11/2025,10/11/2025,2000,2000
90370,1,SUP-05,SKU-1022,WH-02,27/10/2025,17/11/2025,17/11/2025,1500,1350
90371,1,SUP-04,SKU-1003,WH-01,27/10/2025,24/11/2025,24/11/2025,2000,2000
90371,2,SUP-04,SKU-1021,WH-01,27/10/2025,24/11/2025,24/11/2025,1500,1500
90372,1,SUP-04,SKU-1015,WH-01,27/10/2025,24/11/2025,01/12/2025,1500,1500
90372,2,SUP-04,SKU-1009,WH-01,27/10/2025,24/11/2025,01/12/2025,1000,1000
90373,1,SUP-01,SKU-1018,WH-03,27/10/2025,03/11/2025,15/11/2025,2000,2000
90373,2,SUP-01,SKU-1024,WH-02,27/10/2025,03/11/2025,15/11/2025,2000,2000
90374,1,SUP-03,SKU-1002,WH-03,27/10/2025,06/11/2025,06/11/2025,1500,1500
90374,2,SUP-03,SKU-1014,WH-03,27/10/2025,06/11/2025,06/11/2025,1500,1500
90374,3,SUP-03,SKU-1014,WH-01,27/10/2025,06/11/2025,06/11/2025,500,500
90375,1,SUP-05,SKU-1004,WH-03,27/10/2025,17/11/2025,17/11/2025,1500,1500
90376,1,SUP-03,SKU-1014,WH-02,27/10/2025,06/11/2025,06/11/2025,1500,1500
90376,2,SUP-03,SKU-1002,WH-04,27/10/2025,06/11/2025,06/11/2025,1000,1000
90376,3,SUP-03,SKU-1014,WH-02,27/10/2025,06/11/2025,06/11/2025,500,500
90377,1,SUP-04,SKU-1015,WH-03,27/10/2025,24/11/2025,24/11/2025,500,500
90377,2,SUP-04,SKU-1015,WH-04,27/10/2025,24/11/2025,24/11/2025,1500,1500
90378,1,SUP-02,SKU-1001,WH-01,03/11/2025,17/11/2025,17/11/2025,500,500
90378,2,SUP-02,SKU-1013,WH-02,03/11/2025,17/11/2025,17/11/2025,1000,900
90378,3,SUP-02,SKU-1019,WH-03,03/11/2025,17/11/2025,17/11/2025,1000,1000
90379,1,SUP-01,SKU-1012,WH-01,03/11/2025,10/11/2025,10/11/2025,1000,1000
90379,2,SUP-01,SKU-1006,WH-03,03/11/2025,10/11/2025,10/11/2025,2000,2000
90380,1,SUP-01,SKU-1024,WH-01,03/11/2025,10/11/2025,10/11/2025,500,500
90381,1,SUP-01,SKU-1024,WH-04,03/11/2025,10/11/2025,10/11/2025,1000,1000
90381,2,SUP-01,SKU-1012,WH-03,03/11/2025,10/11/2025,10/11/2025,500,500
90382,1,SUP-01,SKU-1024,WH-02,03/11/2025,10/11/2025,10/11/2025,1000,1000
90382,2,SUP-01,SKU-1018,WH-02,03/11/2025,10/11/2025,10/11/2025,2000,1800
90383,1,SUP-01,SKU-1018,WH-04,03/11/2025,10/11/2025,10/11/2025,1000,1000
90383,2,SUP-01,SKU-1018,WH-04,03/11/2025,10/11/2025,10/11/2025,500,500
90383,3,SUP-01,SKU-1006,WH-01,03/11/2025,10/11/2025,10/11/2025,500,500
90384,1,SUP-05,SKU-1022,WH-02,03/11/2025,24/11/2025,26/11/2025,1500,1350
90384,2,SUP-05,SKU-1010,WH-02,03/11/2025,24/11/2025,26/11/2025,1000,1000
90385,1,SUP-01,SKU-1024,WH-03,03/11/2025,10/11/2025,10/11/2025,500,500
90385,2,SUP-01,SKU-1012,WH-04,03/11/2025,10/11/2025,10/11/2025,1500,1350
90386,1,SUP-06,SKU-1011,WH-03,03/11/2025,18/12/2025,19/12/2025,1000,1000
90387,1,SUP-03,SKU-1020,WH-01,10/11/2025,20/11/2025,20/11/2025,1500,1500
90388,1,SUP-01,SKU-1012,WH-01,10/11/2025,17/11/2025,29/11/2025,1500,1500
90389,1,SUP-05,SKU-1004,WH-04,10/11/2025,01/12/2025,13/12/2025,500,500
90389,2,SUP-05,SKU-1004,WH-04,10/11/2025,01/12/2025,13/12/2025,500,250
90389,3,SUP-05,SKU-1022,WH-03,10/11/2025,01/12/2025,13/12/2025,1500,1500
90390,1,SUP-05,SKU-1022,WH-04,10/11/2025,01/12/2025,01/12/2025,1500,1350
90390,2,SUP-05,SKU-1004,WH-04,10/11/2025,01/12/2025,01/12/2025,500,500
90390,3,SUP-05,SKU-1004,WH-02,10/11/2025,01/12/2025,01/12/2025,500,500
90391,1,SUP-06,SKU-1023,WH-03,10/11/2025,25/12/2025,01/01/2026,1000,1000
90391,2,SUP-06,SKU-1017,WH-04,10/11/2025,25/12/2025,01/01/2026,1500,1500
90392,1,SUP-03,SKU-1020,WH-03,10/11/2025,20/11/2025,20/11/2025,1000,1000
90392,2,SUP-03,SKU-1002,WH-02,10/11/2025,20/11/2025,20/11/2025,2000,2000
90392,3,SUP-03,SKU-1020,WH-02,10/11/2025,20/11/2025,20/11/2025,1500,1500
90393,1,SUP-05,SKU-1022,WH-03,17/11/2025,08/12/2025,08/12/2025,1500,1500
90393,2,SUP-05,SKU-1010,WH-04,17/11/2025,08/12/2025,08/12/2025,2000,1800
90394,1,SUP-03,SKU-1014,WH-03,17/11/2025,27/11/2025,27/11/2025,500,500
90394,2,SUP-03,SKU-1014,WH-01,17/11/2025,27/11/2025,27/11/2025,2000,2000
90395,1,SUP-06,SKU-1017,WH-03,17/11/2025,01/01/2026,01/01/2026,1500,1500
90396,1,SUP-05,SKU-1022,WH-03,17/11/2025,08/12/2025,10/12/2025,1500,1500
90397,1,SUP-03,SKU-1014,WH-01,17/11/2025,27/11/2025,27/11/2025,1000,1000
90397,2,SUP-03,SKU-1014,WH-03,17/11/2025,27/11/2025,27/11/2025,2000,2000
90397,3,SUP-03,SKU-1014,WH-04,17/11/2025,27/11/2025,27/11/2025,1000,1000
90398,1,SUP-06,SKU-1011,WH-01,17/11/2025,01/01/2026,08/01/2026,500,450
90398,2,SUP-06,SKU-1011,WH-04,17/11/2025,01/01/2026,08/01/2026,500,500
90399,1,SUP-05,SKU-1004,WH-02,17/11/2025,08/12/2025,08/12/2025,1500,1125
90399,2,SUP-05,SKU-1016,WH-04,17/11/2025,08/12/2025,08/12/2025,1000,1000
90400,1,SUP-04,SKU-1021,WH-03,17/11/2025,15/12/2025,22/12/2025,1500,1500
90400,2,SUP-04,SKU-1021,WH-03,17/11/2025,15/12/2025,22/12/2025,1500,1500
90401,1,SUP-04,SKU-1021,WH-03,24/11/2025,22/12/2025,03/01/2026,1000,1000
90401,2,SUP-04,SKU-1015,WH-03,24/11/2025,22/12/2025,03/01/2026,1000,1000
90401,3,SUP-04,SKU-1009,WH-03,24/11/2025,22/12/2025,03/01/2026,2000,2000
90402,1,SUP-03,SKU-1020,WH-01,24/11/2025,04/12/2025,04/12/2025,2000,2000
90403,1,SUP-03,SKU-1008,WH-01,24/11/2025,04/12/2025,04/12/2025,1500,750
90403,2,SUP-03,SKU-1008,WH-01,24/11/2025,04/12/2025,04/12/2025,1500,750
90403,3,SUP-03,SKU-1014,WH-04,24/11/2025,04/12/2025,04/12/2025,500,500
90404,1,SUP-01,SKU-1006,WH-01,24/11/2025,01/12/2025,01/12/2025,1000,1000
90405,1,SUP-03,SKU-1020,WH-04,24/11/2025,04/12/2025,04/12/2025,1500,1350
90406,1,SUP-02,SKU-1019,WH-03,24/11/2025,08/12/2025,08/12/2025,1000,750
90407,1,SUP-01,SKU-1012,WH-04,24/11/2025,01/12/2025,01/12/2025,1500,1500
90407,2,SUP-01,SKU-1024,WH-01,24/11/2025,01/12/2025,01/12/2025,1500,1500
90407,3,SUP-01,SKU-1018,WH-01,24/11/2025,01/12/2025,01/12/2025,2000,2000
90408,1,SUP-06,SKU-1005,WH-04,24/11/2025,08/01/2026,08/01/2026,1500,1500
90408,2,SUP-06,SKU-1011,WH-01,24/11/2025,08/01/2026,08/01/2026,2000,2000
90408,3,SUP-06,SKU-1023,WH-02,24/11/2025,08/01/2026,08/01/2026,500,500
90409,1,SUP-06,SKU-1011,WH-03,24/11/2025,08/01/2026,08/01/2026,500,500
90409,2,SUP-06,SKU-1011,WH-02,24/11/2025,08/01/2026,08/01/2026,500,500
90409,3,SUP-06,SKU-1011,WH-02,24/11/2025,08/01/2026,08/01/2026,1000,1000
90410,1,SUP-02,SKU-1019,WH-02,24/11/2025,08/12/2025,08/12/2025,1500,1500
90410,2,SUP-02,SKU-1013,WH-03,24/11/2025,08/12/2025,08/12/2025,1000,1000
90410,3,SUP-02,SKU-1001,WH-03,24/11/2025,08/12/2025,08/12/2025,500,500
90411,1,SUP-02,SKU-1013,WH-01,24/11/2025,08/12/2025,08/12/2025,2000,1800
90412,1,SUP-02,SKU-1019,WH-04,24/11/2025,08/12/2025,09/12/2025,500,500
90413,1,SUP-06,SKU-1005,WH-04,01/12/2025,15/01/2026,15/01/2026,2000,2000
90413,2,SUP-06,SKU-1017,WH-02,01/12/2025,15/01/2026,15/01/2026,2000,2000
