SnapshotDate,SKU,WarehouseID,OnHandQty,OnOrderQty
09/01/2026,SKU-1011,WH-03,1343,1000
09/01/2026,SKU-1011,WH-04,0,0
09/01/2026,SKU-1012,WH-01,6,0
09/01/2026,SKU-1012,WH-02,245,0
09/01/2026,SKU-1012,WH-03,1641,1000
09/01/2026,SKU-1012,WH-04,624,1000
09/01/2026,SKU-1013,WH-01,190,0
09/01/2026,SKU-1013,WH-02,852,0
09/01/2026,SKU-1013,WH-03,0,500
09/01/2026,SKU-1013,WH-04,1755,0
09/01/2026,SKU-1014,WH-01,0,0
09/01/2026,SKU-1014,WH-02,0,1000
09/01/2026,SKU-1014,WH-03,934,1000
09/01/2026,SKU-1014,WH-04,2267,500
09/01/2026,SKU-1015,WH-01,113,0
09/01/2026,SKU-1015,WH-02,1212,0
09/01/2026,SKU-1015,WH-03,0,500
09/01/2026,SKU-1015,WH-04,782,1000
09/01/2026,SKU-1016,WH-01,279,0
09/01/2026,SKU-1016,WH-02,0,1000
09/01/2026,SKU-1016,WH-03,0,500
09/01/2026,SKU-1016,WH-04,814,500
09/01/2026,SKU-1017,WH-01,433,500
09/01/2026,SKU-1017,WH-02,1070,1000
09/01/2026,SKU-1017,WH-03,2691,0
09/01/2026,SKU-1017,WH-04,1054,0
09/01/2026,SKU-1018,WH-01,1546,0
09/01/2026,SKU-1018,WH-02,28,0
09/01/2026,SKU-1018,WH-03,104,1000
09/01/2026,SKU-1018,WH-04,243,0
09/01/2026,SKU-1019,WH-01,915,0
09/01/2026,SKU-1019,WH-02,97,0
09/01/2026,SKU-1019,WH-03,0,0
09/01/2026,SKU-1019,WH-04,779,0
09/01/2026,SKU-1020,WH-01,350,500
09/01/2026,SKU-1020,WH-02,1680,0
09/01/2026,SKU-1020,WH-03,339,0
09/01/2026,SKU-1020,WH-04,727,1000
09/01/2026,SKU-1021,WH-01,3981,0
09/01/2026,SKU-1021,WH-02,468,0
09/01/2026,SKU-1021,WH-03,404,0
09/01/2026,SKU-1021,WH-04,168,0
09/01/2026,SKU-1022,WH-01,246,0
09/01/2026,SKU-1022,WH-02,445,0
09/01/2026,SKU-1022,WH-03,1209,0
09/01/2026,SKU-1022,WH-04,1859,0
09/01/2026,SKU-1023,WH-01,876,0
09/01/2026,SKU-1023,WH-02,382,500
09/01/2026,SKU-1023,WH-03,0,0
09/01/2026,SKU-1023,WH-04,236,500
09/01/2026,SKU-1024,WH-01,185,0
09/01/2026,SKU-1024,WH-02,86,0
09/01/2026,SKU-1024,WH-03,1286,500
09/01/2026,SKU-1024,WH-04,805,500
12/01/2026,SKU-1001,WH-01,393,0
12/01/2026,SKU-1001,WH-02,164,1000
12/01/2026,SKU-1001,WH-03,134,0
12/01/2026,SKU-1001,WH-04,795,0
12/01/2026,SKU-1002,WH-01,490,500
12/01/2026,SKU-1002,WH-02,313,1000
12/01/2026,SKU-1002,WH-03,1147,0
12/01/2026,SKU-1002,WH-04,427,500
12/01/2026,SKU-1003,WH-01,629,1000
12/01/2026,SKU-1003,WH-02,607,0
12/01/2026,SKU-1003,WH-03,0,0
12/01/2026,SKU-1003,WH-04,1592,0
12/01/2026,SKU-1004,WH-01,1331,1000
12/01/2026,SKU-1004,WH-02,482,500
12/01/2026,SKU-1004,WH-03,1442,500
12/01/2026,SKU-1004,WH-04,1261,1000
12/01/2026,SKU-1005,WH-01,1714,0
12/01/2026,SKU-1005,WH-02,238,500
12/01/2026,SKU-1005,WH-03,1162,0
12/01/2026,SKU-1005,WH-04,391,500
12/01/2026,SKU-1006,WH-01,386,500
12/01/2026,SKU-1006,WH-02,38,0
12/01/2026,SKU-1006,WH-03,2141,0
12/01/2026,SKU-1006,WH-04,4958,500
12/01/2026,SKU-1007,WH-01,235,1000
12/01/2026,SKU-1007,WH-02,721,1000
12/01/2026,SKU-1007,WH-03,2672,1000
12/01/2026,SKU-1007,WH-04,0,0
12/01/2026,SKU-1008,WH-01,1340,1000
12/01/2026,SKU-1008,WH-02,312,500
12/01/2026,SKU-1008,WH-03,2724,0
12/01/2026,SKU-1008,WH-04,635,0
12/01/2026,SKU-1009,WH-01,393,0
12/01/2026,SKU-1009,WH-02,2611,0
12/01/2026,SKU-1009,WH-03,1157,0
12/01/2026,SKU-1009,WH-04,275,0
12/01/2026,SKU-1010,WH-01,0,0
12/01/2026,SKU-1010,WH-02,106,500
12/01/2026,SKU-1010,WH-03,86,500
12/01/2026,SKU-1010,WH-04,554,0
12/01/2026,SKU-1011,WH-01,25,0
12/01/2026,SKU-1011,WH-02,1296,0
12/01/2026,SKU-1011,WH-03,1327,1000
12/01/2026,SKU-1011,WH-04,0,0
12/01/2026,SKU-1012,WH-01,157,0
12/01/2026,SKU-1012,WH-02,188,0
12/01/2026,SKU-1012,WH-03,1815,0
12/01/2026,SKU-1012,WH-04,490,1000
12/01/2026,SKU-1013,WH-01,364,0
12/01/2026,SKU-1013,WH-02,855,0
12/01/2026,SKU-1013,WH-03,74,1000
12/01/2026,SKU-1013,WH-04,1665,0
12/01/2026,SKU-1014,WH-01,0,0
12/01/2026,SKU-1014,WH-02,0,500
12/01/2026,SKU-1014,WH-03,917,0
12/01/2026,SKU-1014,WH-04,2350,1000
12/01/2026,SKU-1015,WH-01,13,1000
12/01/2026,SKU-1015,WH-02,1399,0
12/01/2026,SKU-1015,WH-03,118,1000
12/01/2026,SKU-1015,WH-04,650,0
12/01/2026,SKU-1016,WH-01,376,1000
12/01/2026,SKU-1016,WH-02,0,0
12/01/2026,SKU-1016,WH-03,113,0
12/01/2026,SKU-1016,WH-04,818,500
12/01/2026,SKU-1017,WH-01,534,0
12/01/2026,SKU-1017,WH-02,1210,0
12/01/2026,SKU-1017,WH-03,2590,0
12/01/2026,SKU-1017,WH-04,1185,0
12/01/2026,SKU-1018,WH-01,1470,500
12/01/2026,SKU-1018,WH-02,0,500
12/01/2026,SKU-1018,WH-03,33,0
12/01/2026,SKU-1018,WH-04,127,500
12/01/2026,SKU-1019,WH-01,894,0
12/01/2026,SKU-1019,WH-02,278,0
12/01/2026,SKU-1019,WH-03,59,0
12/01/2026,SKU-1019,WH-04,931,0
12/01/2026,SKU-1020,WH-01,170,0
12/01/2026,SKU-1020,WH-02,1820,1000
12/01/2026,SKU-1020,WH-03,471,0
12/01/2026,SKU-1020,WH-04,857,0
12/01/2026,SKU-1021,WH-01,3822,0
12/01/2026,SKU-1021,WH-02,303,1000
12/01/2026,SKU-1021,WH-03,298,0
12/01/2026,SKU-1021,WH-04,182,0
12/01/2026,SKU-1022,WH-01,146,0
12/01/2026,SKU-1022,WH-02,394,0
12/01/2026,SKU-1022,WH-03,1093,0
12/01/2026,SKU-1022,WH-04,1794,0
12/01/2026,SKU-1023,WH-01,913,0
12/01/2026,SKU-1023,WH-02,442,0
12/01/2026,SKU-1023,WH-03,0,0
12/01/2026,SKU-1023,WH-04,233,500
12/01/2026,SKU-1024,WH-01,5,0
12/01/2026,SKU-1024,WH-02,224,500
12/01/2026,SKU-1024,WH-03,1348,1000
12/01/2026,SKU-1024,WH-04,944,0
13/01/2026,SKU-1001,WH-01,244,500
13/01/2026,SKU-1001,WH-02,0,0
13/01/2026,SKU-1001,WH-03,76,0
13/01/2026,SKU-1001,WH-04,881,0
13/01/2026,SKU-1002,WH-01,417,0
13/01/2026,SKU-1002,WH-02,209,500
13/01/2026,SKU-1002,WH-03,1049,0
13/01/2026,SKU-1002,WH-04,385,0
13/01/2026,SKU-1003,WH-01,631,0
13/01/2026,SKU-1003,WH-02,585,0
13/01/2026,SKU-1003,WH-03,100,0
13/01/2026,SKU-1003,WH-04,1418,0
13/01/2026,SKU-1004,WH-01,1458,500
13/01/2026,SKU-1004,WH-02,623,0
13/01/2026,SKU-1004,WH-03,1349,0
13/01/2026,SKU-1004,WH-04,1097,0
13/01/2026,SKU-1005,WH-01,1539,500
13/01/2026,SKU-1005,WH-02,325,0
13/01/2026,SKU-1005,WH-03,1237,500
13/01/2026,SKU-1005,WH-04,386,500
13/01/2026,SKU-1006,WH-01,305,1000
13/01/2026,SKU-1006,WH-02,173,0
13/01/2026,SKU-1006,WH-03,1989,0
13/01/2026,SKU-1006,WH-04,4869,0
13/01/2026,SKU-1007,WH-01,99,1000
13/01/2026,SKU-1007,WH-02,751,0
13/01/2026,SKU-1007,WH-03,2505,0
13/01/2026,SKU-1007,WH-04,0,0
13/01/2026,SKU-1008,WH-01,1443,0
13/01/2026,SKU-1008,WH-02,425,0
13/01/2026,SKU-1008,WH-03,2711,0
13/01/2026,SKU-1008,WH-04,0,0
13/01/2026,SKU-1009,WH-01,530,0
13/01/2026,SKU-1009,WH-02,2706,500
13/01/2026,SKU-1009,WH-03,1254,0
13/01/2026,SKU-1009,WH-04,247,1000
13/01/2026,SKU-1010,WH-01,0,0
13/01/2026,SKU-1010,WH-02,0,0
13/01/2026,SKU-1010,WH-03,44,1000
13/01/2026,SKU-1010,WH-04,488,0
13/01/2026,SKU-1011,WH-01,6,500
13/01/2026,SKU-1011,WH-02,1442,0
13/01/2026,SKU-1011,WH-03,1169,0
13/01/2026,SKU-1011,WH-04,107,0
13/01/2026,SKU-1012,WH-01,16,0
13/01/2026,SKU-1012,WH-02,68,0
13/01/2026,SKU-1012,WH-03,1826,0
13/01/2026,SKU-1012,WH-04,506,0
13/01/2026,SKU-1013,WH-01,466,1000
13/01/2026,SKU-1013,WH-02,770,0
13/01/2026,SKU-1013,WH-03,142,0
13/01/2026,SKU-1013,WH-04,1500,500
13/01/2026,SKU-1014,WH-01,0,500
13/01/2026,SKU-1014,WH-02,134,1000
13/01/2026,SKU-1014,WH-03,804,0
13/01/2026,SKU-1014,WH-04,2500,1000
13/01/2026,SKU-1015,WH-01,0,500
13/01/2026,SKU-1015,WH-02,1391,500
13/01/2026,SKU-1015,WH-03,0,500
13/01/2026,SKU-1015,WH-04,774,0
13/01/2026,SKU-1016,WH-01,554,0
13/01/2026,SKU-1016,WH-02,103,500
13/01/2026,SKU-1016,WH-03,94,0
13/01/2026,SKU-1016,WH-04,678,0
13/01/2026,SKU-1017,WH-01,596,500
13/01/2026,SKU-1017,WH-02,1229,0
13/01/2026,SKU-1017,WH-03,2779,0
13/01/2026,SKU-1017,WH-04,1061,0
13/01/2026,SKU-1018,WH-01,1367,0
13/01/2026,SKU-1018,WH-02,0,1000
13/01/2026,SKU-1018,WH-03,78,0
13/01/2026,SKU-1018,WH-04,111,0
13/01/2026,SKU-1019,WH-01,912,0
13/01/2026,SKU-1019,WH-02,303,500
13/01/2026,SKU-1019,WH-03,0,0
13/01/2026,SKU-1019,WH-04,885,500
13/01/2026,SKU-1020,WH-01,95,1000
13/01/2026,SKU-1020,WH-02,1753,500
13/01/2026,SKU-1020,WH-03,496,0
13/01/2026,SKU-1020,WH-04,929,1000
13/01/2026,SKU-1021,WH-01,3673,500
13/01/2026,SKU-1021,WH-02,468,1000
13/01/2026,SKU-1021,WH-03,320,0
13/01/2026,SKU-1021,WH-04,5,0
13/01/2026,SKU-1022,WH-01,330,0
13/01/2026,SKU-1022,WH-02,535,0
13/01/2026,SKU-1022,WH-03,973,0
13/01/2026,SKU-1022,WH-04,1713,500
13/01/2026,SKU-1023,WH-01,973,1000
13/01/2026,SKU-1023,WH-02,314,1000
13/01/2026,SKU-1023,WH-03,0,0
13/01/2026,SKU-1023,WH-04,328,0
13/01/2026,SKU-1024,WH-01,0,500
13/01/2026,SKU-1024,WH-02,361,1000
13/01/2026,SKU-1024,WH-03,1509,0
13/01/2026,SKU-1024,WH-04,803,0
14/01/2026,SKU-1001,WH-01,303,0
14/01/2026,SKU-1001,WH-02,0,1000
14/01/2026,SKU-1001,WH-03,139,1000
14/01/2026,SKU-1001,WH-04,919,0
14/01/2026,SKU-1002,WH-01,413,0
14/01/2026,SKU-1002,WH-02,315,0
14/01/2026,SKU-1002,WH-03,1185,500
14/01/2026,SKU-1002,WH-04,235,500
14/01/2026,SKU-1003,WH-01,675,0
14/01/2026,SKU-1003,WH-02,596,0
14/01/2026,SKU-1003,WH-03,257,500
14/01/2026,SKU-1003,WH-04,1311,500
14/01/2026,SKU-1004,WH-01,1296,1000
14/01/2026,SKU-1004,WH-02,771,0
14/01/2026,SKU-1004,WH-03,1533,500
14/01/2026,SKU-1004,WH-04,1160,0
14/01/2026,SKU-1005,WH-01,1593,0
14/01/2026,SKU-1005,WH-02,332,0
14/01/2026,SKU-1005,WH-03,1113,0
14/01/2026,SKU-1005,WH-04,451,0
14/01/2026,SKU-1006,WH-01,0,0
14/01/2026,SKU-1006,WH-02,0,0
14/01/2026,SKU-1006,WH-03,1932,500
14/01/2026,SKU-1006,WH-04,4733,0
14/01/2026,SKU-1007,WH-01,146,0
14/01/2026,SKU-1007,WH-02,909,500
14/01/2026,SKU-1007,WH-03,2480,0
14/01/2026,SKU-1007,WH-04,0,0
14/01/2026,SKU-1008,WH-01,1328,0
14/01/2026,SKU-1008,WH-02,324,500
14/01/2026,SKU-1008,WH-03,2592,0
14/01/2026,SKU-1008,WH-04,178,0
14/01/2026,SKU-1009,WH-01,708,0
14/01/2026,SKU-1009,WH-02,2771,1000
14/01/2026,SKU-1009,WH-03,1125,1000
14/01/2026,SKU-1009,WH-04,402,0
14/01/2026,SKU-1010,WH-01,0,1000
14/01/2026,SKU-1010,WH-02,0,0
14/01/2026,SKU-1010,WH-03,0,500
14/01/2026,SKU-1010,WH-04,474,0
14/01/2026,SKU-1011,WH-01,154,0
14/01/2026,SKU-1011,WH-02,1541,1000
14/01/2026,SKU-1011,WH-03,1072,1000
14/01/2026,SKU-1011,WH-04,0,0
14/01/2026,SKU-1012,WH-01,0,1000
14/01/2026,SKU-1012,WH-02,145,500
14/01/2026,SKU-1012,WH-03,1999,500
14/01/2026,SKU-1012,WH-04,521,500
14/01/2026,SKU-1013,WH-01,352,500
14/01/2026,SKU-1013,WH-02,687,1000
14/01/2026,SKU-1013,WH-03,298,500
14/01/2026,SKU-1013,WH-04,1590,0
14/01/2026,SKU-1014,WH-01,56,500
14/01/2026,SKU-1014,WH-02,17,0
14/01/2026,SKU-1014,WH-03,628,1000
14/01/2026,SKU-1014,WH-04,2633,0
14/01/2026,SKU-1015,WH-01,27,500
14/01/2026,SKU-1015,WH-02,0,0
14/01/2026,SKU-1015,WH-03,0,0
14/01/2026,SKU-1015,WH-04,940,0
14/01/2026,SKU-1016,WH-01,539,0
14/01/2026,SKU-1016,WH-02,167,0
14/01/2026,SKU-1016,WH-03,131,0
14/01/2026,SKU-1016,WH-04,848,1000
14/01/2026,SKU-1017,WH-01,630,0
14/01/2026,SKU-1017,WH-02,0,0
14/01/2026,SKU-1017,WH-03,2900,0
14/01/2026,SKU-1017,WH-04,1180,0
14/01/2026,SKU-1018,WH-01,1444,0
14/01/2026,SKU-1018,WH-02,0,0
14/01/2026,SKU-1018,WH-03,145,1000
14/01/2026,SKU-1018,WH-04,0,500
14/01/2026,SKU-1019,WH-01,1050,0
14/01/2026,SKU-1019,WH-02,164,0
14/01/2026,SKU-1019,WH-03,160,0
14/01/2026,SKU-1019,WH-04,951,1000
14/01/2026,SKU-1020,WH-01,21,1000
14/01/2026,SKU-1020,WH-02,1833,500
14/01/2026,SKU-1020,WH-03,633,0
14/01/2026,SKU-1020,WH-04,839,0
14/01/2026,SKU-1021,WH-01,3548,0
14/01/2026,SKU-1021,WH-02,403,0
14/01/2026,SKU-1021,WH-03,296,500
14/01/2026,SKU-1021,WH-04,0,1000
14/01/2026,SKU-1022,WH-01,204,0
14/01/2026,SKU-1022,WH-02,475,500
14/01/2026,SKU-1022,WH-03,1086,500
14/01/2026,SKU-1022,WH-04,1871,0
14/01/2026,SKU-1023,WH-01,936,0
14/01/2026,SKU-1023,WH-02,381,500
14/01/2026,SKU-1023,WH-03,0,0
14/01/2026,SKU-1023,WH-04,320,1000
14/01/2026,SKU-1024,WH-01,49,0
14/01/2026,SKU-1024,WH-02,465,0
14/01/2026,SKU-1024,WH-03,1547,0
14/01/2026,SKU-1024,WH-04,807,0
15/01/2026,SKU-1001,WH-01,249,0
15/01/2026,SKU-1001,WH-02,0,0
15/01/2026,SKU-1001,WH-03,0,1000
15/01/2026,SKU-1001,WH-04,933,0
15/01/2026,SKU-1002,WH-01,304,0
15/01/2026,SKU-1002,WH-02,174,1000
15/01/2026,SKU-1002,WH-03,1364,0
15/01/2026,SKU-1002,WH-04,173,0
15/01/2026,SKU-1003,WH-01,859,0
15/01/2026,SKU-1003,WH-02,431,0
15/01/2026,SKU-1003,WH-03,356,500
15/01/2026,SKU-1003,WH-04,1461,500
15/01/2026,SKU-1004,WH-01,1412,500
15/01/2026,SKU-1004,WH-02,761,0
15/01/2026,SKU-1004,WH-03,1371,0
15/01/2026,SKU-1004,WH-04,1193,0
15/01/2026,SKU-1005,WH-01,1728,0
15/01/2026,SKU-1005,WH-02,185,0
15/01/2026,SKU-1005,WH-03,969,1000
15/01/2026,SKU-1005,WH-04,327,1000
15/01/2026,SKU-1006,WH-01,182,0
15/01/2026,SKU-1006,WH-02,125,0
15/01/2026,SKU-1006,WH-03,2068,0
15/01/2026,SKU-1006,WH-04,0,0
15/01/2026,SKU-1007,WH-01,179,500
15/01/2026,SKU-1007,WH-02,825,0
15/01/2026,SKU-1007,WH-03,2634,1000
15/01/2026,SKU-1007,WH-04,0,500
15/01/2026,SKU-1008,WH-01,1413,0
15/01/2026,SKU-1008,WH-02,477,0
15/01/2026,SKU-1008,WH-03,2664,1000
15/01/2026,SKU-1008,WH-04,190,0
15/01/2026,SKU-1009,WH-01,543,0
15/01/2026,SKU-1009,WH-02,2755,0
15/01/2026,SKU-1009,WH-03,1049,0
15/01/2026,SKU-1009,WH-04,514,0
15/01/2026,SKU-1010,WH-01,0,0
15/01/2026,SKU-1010,WH-02,93,0
15/01/2026,SKU-1010,WH-03,171,1000
15/01/2026,SKU-1010,WH-04,443,0
15/01/2026,SKU-1011,WH-01,209,500
15/01/2026,SKU-1011,WH-02,1556,0
15/01/2026,SKU-1011,WH-03,901,500
15/01/2026,SKU-1011,WH-04,0,0
15/01/2026,SKU-1012,WH-01,85,0
15/01/2026,SKU-1012,WH-02,276,0
15/01/2026,SKU-1012,WH-03,2055,0
15/01/2026,SKU-1012,WH-04,348,0
15/01/2026,SKU-1013,WH-01,349,500
15/01/2026,SKU-1013,WH-02,625,0
15/01/2026,SKU-1013,WH-03,373,0
15/01/2026,SKU-1013,WH-04,1517,0
15/01/2026,SKU-1014,WH-01,231,0
15/01/2026,SKU-1014,WH-02,0,0
15/01/2026,SKU-1014,WH-03,502,0
15/01/2026,SKU-1014,WH-04,2475,0
15/01/2026,SKU-1015,WH-01,212,1000
15/01/2026,SKU-1015,WH-02,0,0
15/01/2026,SKU-1015,WH-03,0,500
15/01/2026,SKU-1015,WH-04,789,0
15/01/2026,SKU-1016,WH-01,389,0
15/01/2026,SKU-1016,WH-02,99,0
15/01/2026,SKU-1016,WH-03,42,0
15/01/2026,SKU-1016,WH-04,991,500
15/01/2026,SKU-1017,WH-01,742,1000
15/01/2026,SKU-1017,WH-02,0,0
15/01/2026,SKU-1017,WH-03,3074,0
15/01/2026,SKU-1017,WH-04,1223,500
15/01/2026,SKU-1018,WH-01,1382,0
15/01/2026,SKU-1018,WH-02,0,1000
15/01/2026,SKU-1018,WH-03,71,0
15/01/2026,SKU-1018,WH-04,19,0
15/01/2026,SKU-1019,WH-01,1096,0
15/01/2026,SKU-1019,WH-02,24,500
15/01/2026,SKU-1019,WH-03,243,0
15/01/2026,SKU-1019,WH-04,952,500
15/01/2026,SKU-1020,WH-01,0,0
15/01/2026,SKU-1020,WH-02,1794,500
15/01/2026,SKU-1020,WH-03,576,0
15/01/2026,SKU-1020,WH-04,865,0
15/01/2026,SKU-1021,WH-01,3430,0
15/01/2026,SKU-1021,WH-02,514,500
15/01/2026,SKU-1021,WH-03,216,0
15/01/2026,SKU-1021,WH-04,70,1000
15/01/2026,SKU-1022,WH-01,288,1000
15/01/2026,SKU-1022,WH-02,375,0
15/01/2026,SKU-1022,WH-03,1129,500
15/01/2026,SKU-1022,WH-04,1758,0
15/01/2026,SKU-1023,WH-01,1081,0
15/01/2026,SKU-1023,WH-02,460,0
15/01/2026,SKU-1023,WH-03,24,0
15/01/2026,SKU-1023,WH-04,224,1000
15/01/2026,SKU-1024,WH-01,207,0
15/01/2026,SKU-1024,WH-02,559,1000
15/01/2026,SKU-1024,WH-03,1628,0
15/01/2026,SKU-1024,WH-04,927,1000
16/01/2026,SKU-1001,WH-01,425,1000
16/01/2026,SKU-1001,WH-02,0,500
16/01/2026,SKU-1001,WH-03,5,0
16/01/2026,SKU-1001,WH-04,836,0
16/01/2026,SKU-1002,WH-01,366,500
16/01/2026,SKU-1002,WH-02,180,0
16/01/2026,SKU-1002,WH-03,1325,0
16/01/2026,SKU-1002,WH-04,57,0
16/01/2026,SKU-1003,WH-01,1026,0
16/01/2026,SKU-1003,WH-02,278,0
16/01/2026,SKU-1003,WH-03,218,0
16/01/2026,SKU-1003,WH-04,1644,500
16/01/2026,SKU-1004,WH-01,1492,0
16/01/2026,SKU-1004,WH-02,871,500
16/01/2026,SKU-1004,WH-03,1327,0
16/01/2026,SKU-1004,WH-04,1358,0
16/01/2026,SKU-1005,WH-01,1715,0
16/01/2026,SKU-1005,WH-02,46,0
16/01/2026,SKU-1005,WH-03,864,0
16/01/2026,SKU-1005,WH-04,302,0
16/01/2026,SKU-1006,WH-01,325,1000
16/01/2026,SKU-1006,WH-02,182,500
16/01/2026,SKU-1006,WH-03,1895,1000
16/01/2026,SKU-1006,WH-04,170,0
16/01/2026,SKU-1007,WH-01,105,0
16/01/2026,SKU-1007,WH-02,648,500
16/01/2026,SKU-1007,WH-03,2675,1000
16/01/2026,SKU-1007,WH-04,77,0
16/01/2026,SKU-1008,WH-01,1473,500
16/01/2026,SKU-1008,WH-02,599,1000
16/01/2026,SKU-1008,WH-03,2640,1000
16/01/2026,SKU-1008,WH-04,351,500
16/01/2026,SKU-1009,WH-01,0,0
16/01/2026,SKU-1009,WH-02,2821,0
16/01/2026,SKU-1009,WH-03,945,500
16/01/2026,SKU-1009,WH-04,566,0
16/01/2026,SKU-1010,WH-01,57,500
16/01/2026,SKU-1010,WH-02,0,1000
16/01/2026,SKU-1010,WH-03,33,0
16/01/2026,SKU-1010,WH-04,525,0
16/01/2026,SKU-1011,WH-01,207,0
16/01/2026,SKU-1011,WH-02,1542,0
16/01/2026,SKU-1011,WH-03,1010,0
16/01/2026,SKU-1011,WH-04,0,0
16/01/2026,SKU-1012,WH-01,0,0
16/01/2026,SKU-1012,WH-02,150,1000
16/01/2026,SKU-1012,WH-03,1888,500
16/01/2026,SKU-1012,WH-04,435,0
16/01/2026,SKU-1013,WH-01,199,500
16/01/2026,SKU-1013,WH-02,705,0
16/01/2026,SKU-1013,WH-03,227,500
16/01/2026,SKU-1013,WH-04,1568,1000
16/01/2026,SKU-1014,WH-01,404,1000
16/01/2026,SKU-1014,WH-02,23,0
16/01/2026,SKU-1014,WH-03,609,1000
16/01/2026,SKU-1014,WH-04,2547,0
16/01/2026,SKU-1015,WH-01,151,0
16/01/2026,SKU-1015,WH-02,53,0
16/01/2026,SKU-1015,WH-03,0,0
16/01/2026,SKU-1015,WH-04,698,0
16/01/2026,SKU-1016,WH-01,214,1000
16/01/2026,SKU-1016,WH-02,249,0
16/01/2026,SKU-1016,WH-03,0,0
16/01/2026,SKU-1016,WH-04,1168,1000
16/01/2026,SKU-1017,WH-01,845,1000
16/01/2026,SKU-1017,WH-02,0,0
16/01/2026,SKU-1017,WH-03,3068,0
16/01/2026,SKU-1017,WH-04,1140,500
16/01/2026,SKU-1018,WH-01,1552,1000
16/01/2026,SKU-1018,WH-02,139,1000
16/01/2026,SKU-1018,WH-03,160,500
16/01/2026,SKU-1018,WH-04,110,0
16/01/2026,SKU-1019,WH-01,1280,0
16/01/2026,SKU-1019,WH-02,54,0
16/01/2026,SKU-1019,WH-03,153,1000
16/01/2026,SKU-1019,WH-04,827,0
16/01/2026,SKU-1020,WH-01,74,0
16/01/2026,SKU-1020,WH-02,1877,1000
16/01/2026,SKU-1020,WH-03,545,1000
16/01/2026,SKU-1020,WH-04,806,0
16/01/2026,SKU-1021,WH-01,3317,0
16/01/2026,SKU-1021,WH-02,362,1000
16/01/2026,SKU-1021,WH-03,104,1000
16/01/2026,SKU-1021,WH-04,136,0
16/01/2026,SKU-1022,WH-01,339,500
16/01/2026,SKU-1022,WH-02,0,0
16/01/2026,SKU-1022,WH-03,1292,1000
16/01/2026,SKU-1022,WH-04,1723,0
16/01/2026,SKU-1023,WH-01,1200,0
16/01/2026,SKU-1023,WH-02,610,0
16/01/2026,SKU-1023,WH-03,0,1000
16/01/2026,SKU-1023,WH-04,384,1000
16/01/2026,SKU-1024,WH-01,249,0
16/01/2026,SKU-1024,WH-02,710,0
16/01/2026,SKU-1024,WH-03,1558,0
16/01/2026,SKU-1024,WH-04,955,1000
19/01/2026,SKU-1001,WH-01,326,500
19/01/2026,SKU-1001,WH-02,29,500
19/01/2026,SKU-1001,WH-03,0,0
19/01/2026,SKU-1001,WH-04,746,500
19/01/2026,SKU-1002,WH-01,534,1000
19/01/2026,SKU-1002,WH-02,32,1000
19/01/2026,SKU-1002,WH-03,1347,0
19/01/2026,SKU-1002,WH-04,10,0
19/01/2026,SKU-1003,WH-01,1011,0
19/01/2026,SKU-1003,WH-02,402,0
19/01/2026,SKU-1003,WH-03,95,0
19/01/2026,SKU-1003,WH-04,1515,0
19/01/2026,SKU-1004,WH-01,1439,0
19/01/2026,SKU-1004,WH-02,843,0
19/01/2026,SKU-1004,WH-03,1490,0
19/01/2026,SKU-1004,WH-04,1405,0
19/01/2026,SKU-1005,WH-01,1844,0
19/01/2026,SKU-1005,WH-02,113,0
19/01/2026,SKU-1005,WH-03,936,0
19/01/2026,SKU-1005,WH-04,130,0
19/01/2026,SKU-1006,WH-01,480,500
19/01/2026,SKU-1006,WH-02,334,0
19/01/2026,SKU-1006,WH-03,1917,0
19/01/2026,SKU-1006,WH-04,137,1000
19/01/2026,SKU-1007,WH-01,196,0
19/01/2026,SKU-1007,WH-02,523,500
19/01/2026,SKU-1007,WH-03,2631,0
19/01/2026,SKU-1007,WH-04,76,500
19/01/2026,SKU-1008,WH-01,1343,0
19/01/2026,SKU-1008,WH-02,479,500
19/01/2026,SKU-1008,WH-03,2535,0
19/01/2026,SKU-1008,WH-04,298,0
19/01/2026,SKU-1009,WH-01,0,500
19/01/2026,SKU-1009,WH-02,2888,0
19/01/2026,SKU-1009,WH-03,940,0
19/01/2026,SKU-1009,WH-04,517,0
19/01/2026,SKU-1010,WH-01,74,1000
19/01/2026,SKU-1010,WH-02,0,0
19/01/2026,SKU-1010,WH-03,138,0
19/01/2026,SKU-1010,WH-04,376,1000
19/01/2026,SKU-1011,WH-01,0,0
19/01/2026,SKU-1011,WH-02,1622,500
19/01/2026,SKU-1011,WH-03,1181,0
19/01/2026,SKU-1011,WH-04,15,500
19/01/2026,SKU-1012,WH-01,0,0
19/01/2026,SKU-1012,WH-02,207,0
19/01/2026,SKU-1012,WH-03,1895,0
19/01/2026,SKU-1012,WH-04,480,500
19/01/2026,SKU-1013,WH-01,245,0
19/01/2026,SKU-1013,WH-02,634,0
19/01/2026,SKU-1013,WH-03,346,0
19/01/2026,SKU-1013,WH-04,1499,1000
19/01/2026,SKU-1014,WH-01,315,1000
19/01/2026,SKU-1014,WH-02,0,1000
19/01/2026,SKU-1014,WH-03,733,500
19/01/2026,SKU-1014,WH-04,2538,0
19/01/2026,SKU-1015,WH-01,203,1000
19/01/2026,SKU-1015,WH-02,83,0
19/01/2026,SKU-1015,WH-03,0,0
19/01/2026,SKU-1015,WH-04,863,0
19/01/2026,SKU-1016,WH-01,247,0
